category,filename,doi_from_filename,doi_from_pdf2doi
Experimental,10.1038_s41467-020-16769-6.pdf,10.1038/s41467-020-16769-6,10.1038/s41467-020-16769-6
Experimental,10.1038_s41467-021-23306-6.pdf,10.1038/s41467-021-23306-6,10.1038/s41467-021-23306-6
Experimental,10.1038_s41467-021-24079-8.pdf,10.1038/s41467-021-24079-8,10.1038/s41467-021-24079-8
Experimental,10.1038_s41467-022-33007-3.pdf,10.1038/s41467-022-33007-3,10.1038/s41467-022-33007-3
Experimental,10.1038_s41467-023-37597-4.pdf,10.1038/s41467-023-37597-4,10.1038/s41467-023-37597-4
Experimental,10.1038_s41557-018-0136-2.pdf,10.1038/s41557-018-0136-2,10.1038/s41557-018-0136-2
Experimental,10.1038_s41560-019-0462-7.pdf,10.1038/s41560-019-0462-7,10.1038/s41560-019-0462-7
Experimental,10.1038_s41563-023-01767-y.pdf,10.1038/s41563-023-01767-y,10.1038/s41563-023-01767-y
Experimental,10.1038_s41699-021-00239-8.pdf,10.1038/s41699-021-00239-8,10.1038/s41699-021-00239-8
Experimental,10.1038_s41929-018-0181-7.pdf,10.1038/s41929-018-0181-7,10.1038/s41929-018-0181-7
Experimental,10.1038_s41929-018-0195-1.pdf,10.1038/s41929-018-0195-1,10.1038/s41929-018-0195-1
Experimental,10.1038_s41929-019-0365-9.pdf,10.1038/s41929-019-0365-9,10.1038/s41929-019-0365-9
Experimental,10.1039_B803857K.pdf,10.1039/B803857K,10.1039/b814058h
Experimental,10.1039_C3CS60468C.pdf,10.1039/C3CS60468C,10.1039/c3cs60468c
Experimental,10.1039_C4TA00458B.pdf,10.1039/C4TA00458B,10.1039/c4ta00458b
Experimental,10.1039_C5CC01080B.pdf,10.1039/C5CC01080B,10.1039/c5cc01080b
Experimental,10.1039_C5CC01981H.pdf,10.1039/C5CC01981H,10.1039/c5cc01981h
Experimental,10.1039_C5CC06847A.pdf,10.1039/C5CC06847A,10.1039/c5cc06847a
Experimental,10.1039_C5EE00751H.pdf,10.1039/C5EE00751H,10.1039/c5ee00751h
Experimental,10.1039_C5NR05739F.pdf,10.1039/C5NR05739F,10.1039/c5nr05739f
Experimental,10.1039_C5NR07370G.pdf,10.1039/C5NR07370G,10.1039/c5nr07370g
Experimental,10.1039_C5QI00126A.pdf,10.1039/C5QI00126A,10.1039/c5qi00126a
Experimental,10.1039_C6EE01109H.pdf,10.1039/C6EE01109H,10.1039/c6ee01109h
Experimental,10.1039_C6RA02610A.pdf,10.1039/C6RA02610A,10.1039/c6ra02610a
Experimental,10.1039_C6TA02216B.pdf,10.1039/C6TA02216B,10.1039/c6ta02216b
Experimental,10.1039_C6TA04082A.pdf,10.1039/C6TA04082A,10.1039/c6ta04082a
Experimental,10.1039_C6TA08075H.pdf,10.1039/C6TA08075H,10.1039/c6ta08075h
Experimental,10.1039_C7NH00079K.pdf,10.1039/C7NH00079K,10.1039/c7nh00079k
Experimental,10.1039_C7NR09424H.pdf,10.1039/C7NR09424H,10.1039/c7nr09424h
Experimental,10.1039_C7QI00432J.pdf,10.1039/C7QI00432J,10.1039/c7qi00432j
Experimental,10.1039_C7QI00780A.pdf,10.1039/C7QI00780A,10.1039/c7qi00780a
Experimental,10.1039_C7QM00452D.pdf,10.1039/C7QM00452D,10.1039/c7qm00452d
Experimental,10.1039_C7TA02327H.pdf,10.1039/C7TA02327H,10.1039/c7ta02327h
Experimental,10.1039_C7TA02333B.pdf,10.1039/C7TA02333B,10.1039/c7ta02333b
Experimental,10.1039_C7TA07956G.pdf,10.1039/C7TA07956G,10.1039/c7ta07956g
Experimental,10.1039_C7TA09982G.pdf,10.1039/C7TA09982G,10.1039/c7ta09982g
Experimental,10.1039_C8CC00766G.pdf,10.1039/C8CC00766G,10.1039/c8cc00766g
Experimental,10.1039_C8EE00402A.pdf,10.1039/C8EE00402A,10.1039/c8ee00402a
Experimental,10.1039_C8EE01111G.pdf,10.1039/C8EE01111G,10.1039/c8ee01111g
Experimental,10.1039_C8NR07787H.pdf,10.1039/C8NR07787H,10.1039/c8nr07787h
Experimental,10.1039_C8NR10023C.pdf,10.1039/C8NR10023C,10.1039/c8nr10023c
Experimental,10.1039_C8QI01104D.pdf,10.1039/C8QI01104D,10.1039/c8qi01104d
Experimental,10.1039_C8TA00163D.pdf,10.1039/C8TA00163D,10.1039/c8ta00163d
Experimental,10.1039_C8TA06918B.pdf,10.1039/C8TA06918B,10.1039/c8ta06918b
Experimental,10.1039_C8TA07950A.pdf,10.1039/C8TA07950A,10.1039/c8ta07950a
Experimental,10.1039_C8TA11250A.pdf,10.1039/C8TA11250A,10.1039/c8ta11250a
Experimental,10.1039_C9CY00302A.pdf,10.1039/C9CY00302A,10.1039/c9cy00302a
Experimental,10.1039_C9NA00568D .pdf,10.1039/C9NA00568D ,10.1039/c9na00568d
Experimental,10.1039_C9NJ05229A.pdf,10.1039/C9NJ05229A,10.1039/c9nj05229a
Experimental,10.1039_C9RA03589C.pdf,10.1039/C9RA03589C,10.1039/c9ra03589c
Experimental,10.1039_C9TA01015G.pdf,10.1039/C9TA01015G,10.1039/c9ta01015g
Experimental,10.1039_C9TA01088B .pdf,10.1039/C9TA01088B ,10.1039/c9ta01088b
Experimental,10.1039_C9TA01088B.pdf,10.1039/C9TA01088B,10.1039/c9ta01088b
Experimental,10.1039_C9TA08447A.pdf,10.1039/C9TA08447A,10.1039/c9ta08447a
Experimental,10.1039_C9TA10990K.pdf,10.1039/C9TA10990K,10.1039/c9ta10990k
Experimental,10.1039_C9TA13476J.pdf,10.1039/C9TA13476J,10.1039/c9ta13476j
Experimental,10.1039_D0TA03272G.pdf,10.1039/D0TA03272G,10.1039/d0ta03272g
Experimental,10.1039_D0TA10815D.pdf,10.1039/D0TA10815D,10.1039/d0ta10815d
Experimental,10.1039_D3EE02467A.pdf,10.1039/D3EE02467A,10.1039/d3ee02467a
Experimental,10.1039_c4cs00470a.pdf,10.1039/c4cs00470a,10.1039/c4cs00470a
Experimental,10.1039_c4nr03037k.pdf,10.1039/c4nr03037k,10.1039/c4nr03037k
Experimental,10.1039_c4ta04867a.pdf,10.1039/c4ta04867a,10.1039/c4ta04867a
Experimental,10.1039_c5cp01065a.pdf,10.1039/c5cp01065a,10.1039/c5cp01065a
Experimental,10.1039_c5ee01155h.pdf,10.1039/c5ee01155h,10.1039/c5ee01155h
Experimental,10.1039_c6ta00575f.pdf,10.1039/c6ta00575f,10.1039/c6ta00575f
Experimental,10.1039_c7ee03457a.pdf,10.1039/c7ee03457a,10.1039/c7ee03457a
Experimental,10.1039_c7ta08327k.pdf,10.1039/c7ta08327k,10.1039/c7ta08327k
Experimental,10.1039_c8cc09699f.pdf,10.1039/c8cc09699f,10.1039/c8cc09699f
Experimental,10.1039_c8ee00076j.pdf,10.1039/c8ee00076j,10.1039/c8ee00076j
Experimental,10.1039_c8ee00521d.pdf,10.1039/c8ee00521d,10.1039/c8ee00521d
Experimental,10.1039_c8ta08374f.pdf,10.1039/c8ta08374f,10.1039/c8ta08374f
Experimental,10.1039_c9ee02388g.pdf,10.1039/c9ee02388g,10.1039/c8ee03405b
Experimental,10.1039_d0ta05189f.pdf,10.1039/d0ta05189f,10.1039/d0ta05189f
Experimental,10.1039_d1ta03676a.pdf,10.1039/d1ta03676a,10.1039/d1ta03676a
Experimental,10.1039_d2qi01911f.pdf,10.1039/d2qi01911f,10.1039/d2qi01911f
Experimental,10.1039_d2ra07642j.pdf,10.1039/d2ra07642j,10.1039/d2ra07642j
Experimental,10.1063_1.5144626.pdf,10.1063/1.5144626,10.1063/1.5144626
Experimental,10.1073_pnas.2101817118.pdf,10.1073/pnas.2101817118,10.1073/pnas.2101817118
Experimental,10.1080_16583655.2022.2151298.pdf,10.1080/16583655.2022.2151298,10.1080/16583655.2022.2151298
Experimental,10.1126_science.1141483.pdf,10.1126/science.1141483,10.1039/b700099e
Experimental,10.1126_science.aaf1525.pdf,10.1126/science.aaf1525,10.1126/science.aaf1525
Experimental,10.31635_renewables.023.202200003.pdf,10.31635/renewables.023.202200003,10.31635/renewables.023.202200003
Experimental,10.3390_catal10111238.pdf,10.3390/catal10111238,10.3390/catal10111238
Experimental,10.3390_en16052441.pdf,10.3390/en16052441,10.3390/en16052441
Experimental,10.3390_ma11091520.pdf,10.3390/ma11091520,10.3390/ma11091520
Experimental,10.3390_mi12030240.pdf,10.3390/mi12030240,10.3390/mi12030240
Experimental,10.3390_molecules24244631.pdf,10.3390/molecules24244631,10.3390/molecules24244631
Experimental,10.3390_nano13172463.pdf,10.3390/nano13172463,10.3390/nano13172463
Experimental,10.3390_nano14080698.pdf,10.3390/nano14080698,10.3390/nano14080698
Experimental,10.3390_nano9050775.pdf,10.3390/nano9050775,10.3390/nano9050775
Teórico,10.1002_adfm.201803291.pdf,10.1002/adfm.201803291,10.1002/adfm.201803291
Teórico,10.1002_adfm.201905252.pdf,10.1002/adfm.201905252,10.1002/adfm.201905252
Teórico,10.1002_adfm.202000570.pdf,10.1002/adfm.202000570,10.1002/adfm.202000570
Teórico,10.1002_adma.201505597.pdf,10.1002/adma.201505597,10.1002/adma.201505597
Teórico,10.1002_celc.201700445.pdf,10.1002/celc.201700445,10.1002/celc.201700445
Teórico,10.1002_chem.201804686.pdf,10.1002/chem.201804686,10.1002/chem.201804686
Teórico,10.1002_chem.202102356.pdf,10.1002/chem.202102356,10.1021/acs.jpcc.4c00890
Teórico,10.1002_cphc.202200871.pdf,10.1002/cphc.202200871,10.1002/cphc.202200871
Teórico,10.1002_cphc.202300714.pdf,10.1002/cphc.202300714,10.1002/cphc.202300714
Teórico,10.1002_cssc.202400714.pdf,10.1002/cssc.202400714,10.1002/cssc.202400714
Teórico,10.1002_slct.202004026.pdf,10.1002/slct.202004026,10.1002/slct.202004026
Teórico,10.1002_smll.202308528.pdf,10.1002/smll.202308528,10.1002/smll.202308528
Teórico,10.1002_smll.202404000.pdf,10.1002/smll.202404000,10.1002/smll.202404000
Teórico,10.1002_wcms.1418.pdf,10.1002/wcms.1418,10.1002/wcms.1418
Teórico,10.1007_s11467-018-0812-0.pdf,10.1007/s11467-018-0812-0,10.1007/s11467-018-0812-0
Teórico,10.1007_s12274-022-4510-4.pdf,10.1007/s12274-022-4510-4,10.1007/s12274-022-4510-4
Teórico,10.1007_s12678-017-0383-9.pdf,10.1007/s12678-017-0383-9,10.1007/s12678-017-0383-9
Teórico,10.1016_S1381-1169(00)00404-0.pdf,10.1016/S1381-1169(00)00404-0,
Teórico,10.1016_S1872-2067(17)62760-8.pdf,10.1016/S1872-2067(17)62760-8,10.1016/s1872-2067(17)62760-8
Teórico,10.1016_j.apcatb.2019.118385.pdf,10.1016/j.apcatb.2019.118385,10.1016/j.apcatb.2019.118385
Teórico,10.1016_j.apsusc.2019.143987.pdf,10.1016/j.apsusc.2019.143987,10.1016/j.apsusc.2019.143987
Teórico,10.1016_j.apsusc.2020.147894.pdf,10.1016/j.apsusc.2020.147894,10.1016/j.apsusc.2020.147894
Teórico,10.1016_j.apsusc.2021.149627.pdf,10.1016/j.apsusc.2021.149627,10.1016/j.apsusc.2021.149627
Teórico,10.1016_j.apsusc.2021.150388.pdf,10.1016/j.apsusc.2021.150388,10.1016/j.apsusc.2021.150388
Teórico,10.1016_j.apsusc.2021.150568.pdf,10.1016/j.apsusc.2021.150568,10.1016/j.apsusc.2021.150568
Teórico,10.1016_j.apsusc.2021.151195.pdf,10.1016/j.apsusc.2021.151195,10.1016/j.apsusc.2021.151195
Teórico,10.1016_j.apsusc.2021.152197.pdf,10.1016/j.apsusc.2021.152197,10.1016/j.apsusc.2021.152197
Teórico,10.1016_j.apsusc.2022.155580.pdf,10.1016/j.apsusc.2022.155580,10.1016/j.apsusc.2022.155580
Teórico,10.1016_j.apsusc.2022.156255.pdf,10.1016/j.apsusc.2022.156255,10.1016/j.apsusc.2022.156255
Teórico,10.1016_j.cattod.2024.115142.pdf,10.1016/j.cattod.2024.115142,10.1016/j.cattod.2024.115142
Teórico,10.1016_j.colsurfa.2023.132857.pdf,10.1016/j.colsurfa.2023.132857,10.1016/j.colsurfa.2023.132857
Teórico,10.1016_j.colsurfa.2024.135001.pdf,10.1016/j.colsurfa.2024.135001,10.1016/j.colsurfa.2024.135001
Teórico,10.1016_j.commatsci.2023.112599.pdf,10.1016/j.commatsci.2023.112599,10.1016/j.commatsci.2023.112599
Teórico,10.1016_j.electacta.2016.04.128.pdf,10.1016/j.electacta.2016.04.128,10.1016/j.electacta.2016.04.128
Teórico,10.1016_j.flatc.2023.100486.pdf,10.1016/j.flatc.2023.100486,10.1016/j.flatc.2023.100486
Teórico,10.1016_j.ijhydene.2015.03.083.pdf,10.1016/j.ijhydene.2015.03.083,10.1016/j.ijhydene.2015.03.083
Teórico,10.1016_j.ijhydene.2018.01.122.pdf,10.1016/j.ijhydene.2018.01.122,10.1016/j.ijhydene.2018.01.122
Teórico,10.1016_j.ijhydene.2019.05.226.pdf,10.1016/j.ijhydene.2019.05.226,10.1016/j.ijhydene.2019.05.226
Teórico,10.1016_j.ijhydene.2019.07.093.pdf,10.1016/j.ijhydene.2019.07.093,10.1016/j.ijhydene.2019.07.093
Teórico,10.1016_j.ijhydene.2019.10.131.pdf,10.1016/j.ijhydene.2019.10.131,10.1016/j.ijhydene.2019.10.131
Teórico,10.1016_j.ijhydene.2020.04.092.pdf,10.1016/j.ijhydene.2020.04.092,10.1016/j.ijhydene.2020.04.092
Teórico,10.1016_j.ijhydene.2020.06.153.pdf,10.1016/j.ijhydene.2020.06.153,10.1016/j.ijhydene.2020.06.153
Teórico,10.1016_j.ijhydene.2020.11.008.pdf,10.1016/j.ijhydene.2020.11.008,10.1016/j.ijhydene.2020.11.008
Teórico,10.1016_j.ijhydene.2021.07.117.pdf,10.1016/j.ijhydene.2021.07.117,10.1016/j.ijhydene.2021.07.117
Teórico,10.1016_j.ijhydene.2022.04.058.pdf,10.1016/j.ijhydene.2022.04.058,10.1016/j.ijhydene.2022.04.058
Teórico,10.1016_j.ijhydene.2022.08.078.pdf,10.1016/j.ijhydene.2022.08.078,10.1016/j.ijhydene.2022.08.078
Teórico,10.1016_j.ijhydene.2022.10.250.pdf,10.1016/j.ijhydene.2022.10.250,10.1016/j.ijhydene.2022.10.250
Teórico,10.1016_j.ijhydene.2023.08.250.pdf,10.1016/j.ijhydene.2023.08.250,10.1016/j.ijhydene.2023.08.250
Teórico,10.1016_j.ijhydene.2023.10.032.pdf,10.1016/j.ijhydene.2023.10.032,10.1016/j.ijhydene.2023.10.032
Teórico,10.1016_j.ijhydene.2023.12.229.pdf,10.1016/j.ijhydene.2023.12.229,10.1016/j.ijhydene.2023.12.229
Teórico,10.1016_j.ijhydene.2024.02.142.pdf,10.1016/j.ijhydene.2024.02.142,10.1016/j.ijhydene.2024.02.142
Teórico,10.1016_j.ijhydene.2024.03.016.pdf,10.1016/j.ijhydene.2024.03.016,10.1016/j.ijhydene.2024.03.016
Teórico,10.1016_j.ijhydene.2024.05.172.pdf,10.1016/j.ijhydene.2024.05.172,10.1016/j.ijhydene.2024.05.172
Teórico,10.1016_j.ijhydene.2024.05.224.pdf,10.1016/j.ijhydene.2024.05.224,10.1016/j.ijhydene.2024.05.224
Teórico,10.1016_j.ijhydene.2024.09.457.pdf,10.1016/j.ijhydene.2024.09.457,10.1016/j.ijhydene.2024.09.457
Teórico,10.1016_j.jcat.2020.05.001.pdf,10.1016/j.jcat.2020.05.001,10.1016/j.jcat.2020.05.001
Teórico,10.1016_j.jechem.2023.02.018.pdf,10.1016/j.jechem.2023.02.018,10.1016/j.jechem.2023.02.018
Teórico,10.1016_j.jechem.2024.09.009.pdf,10.1016/j.jechem.2024.09.009,10.1016/j.jechem.2024.09.009
Teórico,10.1016_j.jmst.2021.06.004.pdf,10.1016/j.jmst.2021.06.004,10.1016/j.jmst.2021.06.004
Teórico,10.1016_j.jpowsour.2024.235650.pdf,10.1016/j.jpowsour.2024.235650,10.1016/j.jpowsour.2024.235650
Teórico,10.1016_j.mcat.2020.111082.pdf,10.1016/j.mcat.2020.111082,10.1016/j.mcat.2020.111082
Teórico,10.1016_j.mcat.2021.112036.pdf,10.1016/j.mcat.2021.112036,10.1016/j.mcat.2021.112036
Teórico,10.1016_j.mcat.2024.114489.pdf,10.1016/j.mcat.2024.114489,10.1016/j.mcat.2024.114489
Teórico,10.1016_j.mtcomm.2020.101929.pdf,10.1016/j.mtcomm.2020.101929,10.1016/j.mtcomm.2020.101929
Teórico,10.1016_j.mtcomm.2024.110088.pdf,10.1016/j.mtcomm.2024.110088,10.1016/j.mtcomm.2024.110088
Teórico,10.1016_j.mtla.2021.101168.pdf,10.1016/j.mtla.2021.101168,10.1016/j.mtla.2021.101168
Teórico,10.1016_j.nanoen.2020.104603.pdf,10.1016/j.nanoen.2020.104603,10.1016/j.nanoen.2020.104603
Teórico,10.1016_j.physe.2020.114472.pdf,10.1016/j.physe.2020.114472,10.1016/j.physe.2020.114472
Teórico,10.1016_j.seppur.2021.119569.pdf,10.1016/j.seppur.2021.119569,10.1016/j.seppur.2021.119569
Teórico,10.1016_j.surfin.2021.101538.pdf,10.1016/j.surfin.2021.101538,10.1016/j.surfin.2021.101538
Teórico,10.1016_j.surfin.2024.105609.pdf,10.1016/j.surfin.2024.105609,10.1016/j.surfin.2024.105609
Teórico,10.1016_j.susc.2007.01.037.pdf,10.1016/j.susc.2007.01.037,10.1016/j.susc.2007.01.037
Teórico,10.1016_j.susc.2015.01.019.pdf,10.1016/j.susc.2015.01.019,10.1016/j.susc.2015.01.019
Teórico,10.1016_j.susc.2024.122544.pdf,10.1016/j.susc.2024.122544,10.1016/j.susc.2024.122544
Teórico,10.1016_j.susc.2024.122654.pdf,10.1016/j.susc.2024.122654,10.1016/j.susc.2024.122654
Teórico,10.1021_acs.energyfuels.3c03013.pdf,10.1021/acs.energyfuels.3c03013,10.1021/acs.energyfuels.3c03013
Teórico,10.1021_acs.jpcc.2c02156.pdf,10.1021/acs.jpcc.2c02156,10.1021/acs.jpcc.2c02156
Teórico,10.1021_acs.jpcc.2c07086.pdf,10.1021/acs.jpcc.2c07086,10.1021/acs.jpcc.2c07086
Teórico,10.1021_acs.jpcc.5b10894.pdf,10.1021/acs.jpcc.5b10894,10.1021/acs.jpcc.5b10894
Teórico,10.1021_acs.jpcc.6b04692.pdf,10.1021/acs.jpcc.6b04692,10.1021/acs.jpcc.6b04692
Teórico,10.1021_acs.jpcc.8b09868.pdf,10.1021/acs.jpcc.8b09868,10.1021/acs.jpcc.8b09868
Teórico,10.1021_acs.jpcc.8b12037.pdf,10.1021/acs.jpcc.8b12037,10.1021/acs.jpcc.8b12037
Teórico,10.1021_acs.jpcc.9b04731.pdf,10.1021/acs.jpcc.9b04731,10.1021/acs.jpcc.9b04731
Teórico,10.1021_acs.jpclett.1c03452.pdf,10.1021/acs.jpclett.1c03452,10.1021/acs.jpclett.1c03452
Teórico,10.1021_acsami.3c15264.pdf,10.1021/acsami.3c15264,10.1021/acsami.3c15264
Teórico,10.1021_acsami.7b14506.pdf,10.1021/acsami.7b14506,10.1021/acsami.7b14506
Teórico,10.1021_acsami.9b20552.pdf,10.1021/acsami.9b20552,10.1021/acsami.9b20552
Teórico,10.1021_acsanm.9b00699.pdf,10.1021/acsanm.9b00699,10.1021/acsanm.9b00699
Teórico,10.1021_acscatal.3c04588.pdf,10.1021/acscatal.3c04588,10.1021/acscatal.3c04588
Teórico,10.1021_acscatal.6b01211.pdf,10.1021/acscatal.6b01211,10.1021/acscatal.6b01211
Teórico,10.1021_acscatal.7b03987.pdf,10.1021/acscatal.7b03987,10.1021/acscatal.7b03987
Teórico,10.1021_acscatal.9b00796.pdf,10.1021/acscatal.9b00796,10.1021/acscatal.9b00796
Teórico,10.1021_acsenergylett.1c00234.pdf,10.1021/acsenergylett.1c00234,10.1021/acsenergylett.1c00234
Teórico,10.1021_acsenergylett.9b00876.pdf,10.1021/acsenergylett.9b00876,10.1021/acsenergylett.9b00876
Teórico,10.1021_acsenergylett.9b02689.pdf,10.1021/acsenergylett.9b02689,10.1021/acsenergylett.9b02689
Teórico,10.1021_acsnanoscienceau.4c00058.pdf,10.1021/acsnanoscienceau.4c00058,10.1021/acsnanoscienceau.4c00058
Teórico,10.1021_acsomega.2c03388.pdf,10.1021/acsomega.2c03388,10.1021/acsomega.2c03388
Teórico,10.1021_acssuschemeng.2c05212.pdf,10.1021/acssuschemeng.2c05212,10.1021/acssuschemeng.2c05212
Teórico,10.1021_jacs.5b03329.pdf,10.1021/jacs.5b03329,10.1021/jacs.5b03329
Teórico,10.1021_nl404444k.pdf,10.1021/nl404444k,10.1021/nl404444k
Teórico,10.1038_s41467-024-54796-9.pdf,10.1038/s41467-024-54796-9,10.1038/s41467-024-54796-9
Teórico,10.1039_B700099E.pdf,10.1039/B700099E,10.1039/b700099e
Teórico,10.1039_C4CP01237B.pdf,10.1039/C4CP01237B,10.1039/c4cp01237b
Teórico,10.1039_C4CY01162G.pdf,10.1039/C4CY01162G,10.1039/c4cy01162g
Teórico,10.1039_C4TA05257A.pdf,10.1039/C4TA05257A,10.1039/c4ta05257a
Teórico,10.1039_C7CP00636E.pdf,10.1039/C7CP00636E,10.1039/c7cp00636e
Teórico,10.1039_C7CP06187K.pdf,10.1039/C7CP06187K,10.1039/c7cp06187k
Teórico,10.1039_C8TA03302A.pdf,10.1039/C8TA03302A,10.1039/c8ta03302a
Teórico,10.1039_C9NR03255J.pdf,10.1039/C9NR03255J,10.1039/c9nr03255j
Teórico,10.1039_C9RA06539C.pdf,10.1039/C9RA06539C,10.1039/c9ra06539c
Teórico,10.1039_D0RA08138H.pdf,10.1039/D0RA08138H,10.1039/d0ra08138h
Teórico,10.1039_D0TA09903A.pdf,10.1039/D0TA09903A,10.1039/d0ta09903a
Teórico,10.1039_D0TA10136B.pdf,10.1039/D0TA10136B,10.1039/d0ta10136b
Teórico,10.1039_D1CY00302J.pdf,10.1039/D1CY00302J,10.1039/d1cy00302j
Teórico,10.1039_D2CP00657J.pdf,10.1039/D2CP00657J,10.1039/d2cp00657j
Teórico,10.1039_c3dt50666e.pdf,10.1039/c3dt50666e,10.1039/c3dt50666e
Teórico,10.1039_c9cp05944j.pdf,10.1039/c9cp05944j,10.1039/c9cp05944j
Teórico,10.1039_c9ta06686a.pdf,10.1039/c9ta06686a,10.1039/c9ta06686a
Teórico,10.1039_d0cy02163f.pdf,10.1039/d0cy02163f,10.1039/d0cy02163f
Teórico,10.1080_00268976.2015.1094582.pdf,10.1080/00268976.2015.1094582,10.1080/00268976.2015.1094582
Teórico,10.1088_1361-6463_ac8b1a.pdf,10.1088/1361-6463/ac8b1a,10.1088/1361-6463/ac8b1a
Teórico,10.1088_1361-648X_aa84d9.pdf,10.1088/1361-648X/aa84d9,10.1088/1361-648x/aa84d9
Teórico,10.1088_1402-4896_acf894.pdf,10.1088/1402-4896/acf894,10.1002/eem2.12204
Teórico,10.1149_1.1856988.pdf,10.1149/1.1856988,10.1149/1.1856988
Teórico,10.3390_molecules26113319.pdf,10.3390/molecules26113319,10.3390/molecules26113319
Teórico,10.3390_molecules28010254.pdf,10.3390/molecules28010254,10.3390/molecules28010254
Teórico,10.3390_molecules28093888.pdf,10.3390/molecules28093888,10.3390/molecules28093888
Teórico,10.3390_molecules28135182.pdf,10.3390/molecules28135182,10.3390/molecules28135182
Teórico,110.1016_j.apsusc.2020.148312.pdf,,10.1016/j.apsusc.2020.148312
